qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.03850817680358887,0.05200362205505371,0.05264425277709961,0.052002668380737305,0.04950904846191406,0.0520017147064209,0.028509140014648438
0.04000067710876465,0.05251312255859375,0.051000356674194336,0.05250978469848633,0.049002647399902344,0.05251336097717285,0.0280001163482666
0.04000592231750488,0.055504560470581055,0.05362582206726074,0.053006887435913086,0.05051159858703613,0.05399966239929199,0.028005361557006836
0.0395047664642334,0.0520021915435791,0.050525665283203125,0.05300188064575195,0.04950833320617676,0.05300021171569824,0.028515338897705078
0.03899860382080078,0.053516387939453125,0.05099821090698242,0.05451250076293945,0.05000185966491699,0.053513288497924805,0.02799820899963379
0.04000210762023926,0.05251145362854004,0.051001548767089844,0.05651497840881348,0.04800724983215332,0.05251121520996094,0.027996301651000977
0.04051661491394043,0.053998470306396484,0.05351543426513672,0.05299782752990723,0.049518585205078125,0.05300021171569824,0.028516292572021484
0.040001869201660156,0.05200624465942383,0.0505068302154541,0.04951882362365723,0.05150294303894043,0.052005767822265625,0.029510021209716797
0.03800010681152344,0.051512718200683594,0.05299949645996094,0.05405139923095703,0.05000019073486328,0.05351567268371582,0.028002500534057617
0.04000139236450195,0.05150938034057617,0.05351138114929199,0.051000118255615234,0.05152153968811035,0.052997589111328125,0.027002334594726562
0.038507699966430664,0.05299997329711914,0.05151534080505371,0.052999258041381836,0.050513267517089844,0.05200552940368652,0.028508663177490234
0.03999829292297363,0.05351758003234863,0.051000356674194336,0.050513505935668945,0.04900169372558594,0.05351090431213379,0.028000831604003906
0.03900337219238281,0.053511619567871094,0.051000118255615234,0.0530543327331543,0.05100560188293457,0.05204606056213379,0.028003215789794922
0.0385127067565918,0.05099987983703613,0.05251264572143555,0.055999755859375,0.048511505126953125,0.05307722091674805,0.028005599975585938
0.03850889205932617,0.05100131034851074,0.051514625549316406,0.053003787994384766,0.05150866508483887,0.05300569534301758,0.027509212493896484
0.038507938385009766,0.05151867866516113,0.05100369453430176,0.05250811576843262,0.04800009727478027,0.052518367767333984,0.027997970581054688
0.03900718688964844,0.05350685119628906,0.052001953125,0.05151081085205078,0.04900503158569336,0.052509307861328125,0.027997970581054688
0.03851795196533203,0.05299806594848633,0.051514387130737305,0.05099797248840332,0.050049543380737305,0.053002119064331055,0.028003454208374023
0.039044857025146484,0.052005767822265625,0.05573129653930664,0.050032854080200195,0.04850506782531738,0.053003787994384766,0.03705477714538574
0.04000401496887207,0.07013392448425293,0.0520014762878418,0.04951190948486328,0.05000662803649902,0.053513526916503906,0.02799391746520996
